text,sentiment
4th time is a charm! Got my MS soft and gentle  love! &lt;3,Positive
Amazing &quot;See-thru&quot; Frogs in Ecuador becoming extinct  http://bit.ly/fHTaQ,Negative
@nellong y is ur eclipse and breaking dawn paperback ? dats not even out here yet ,Negative
@_cosmicstuff Sounds good to me ,Positive
Omg I watched the trailor for &quot;New Moon&quot;!! Wow sooo amazzzing..I can't wait for it to come out..November ,Positive
"Sunday sucks! My favorite cousins are coming, at least I'll have them here  I have severals Countdown at the moment...",Positive
"Chillin with my Family. We are getting tacos from Ochoa's, they have the best food in all Washington county ",Positive
playing with Skype ,Positive
needs to study science A LOT more ,Negative
gahhh hiccups ,Negative
"@EP31 @chollis Oh man, I won't be in Montreal.  #BlameitonMAF",Negative
@Blue_Rose  Saw or Sweeney Todd? I'm torn...,Positive
wants Starbucks ,Negative
@ghc you too bj! ,Positive
my latest body temperature? 103.7 degrees F. and I'm kinda cold....  I have never been this sick before. *scared*,Negative
im kinda wishing adam won american idol ,Negative
@ScottSCarver Sure...stuffed &amp; mounted in a lifelike pose  ,Positive
"@ASOS_Fi  sorry to hear, you've got to do something else though, otherwise you'll feel miserable! Girls night out?",Negative
ahhhhh finally wrote the hook for this @corybold beat i got!! weeew hheeew 2nd single yessire but in the mean time MR.ROBOTIC ,Positive
Almost done working for the day...my feet huuuuuuurt  ,Negative
shawnas catnip done rubbed off....my muffin(top) brings all the boys to the yard ,Positive
@jeuleque welcome to tweet tweet chik chik .. ,Positive
"uh oh. sad to say jonathan, my dentist changed my braces into GREEN! sbi ko e BLUE GREEN ang nilagay e GREEN! asar. bigo ang plano ntin. ",Negative
Dance was good.  Now to the zoo.  No seeing giraffe's today - it's cold and raining. ,Negative
No doubt boo! I'm mad twizzy! I love seeibg ex bfs cuz I always look good lmaOo only 1 time I was fucked up  @CarinaChestnut,Negative
"I'm anxious, and this weather makes me feel like I live in Forks, Washington   that combination screams nap time.  see ya.",Positive
I have to wait for a while  too bad..,Negative
Possibly being diverted to Sydney. I just want to go home ,Negative
headin out to Wish! txt the celly if u goin!!  ,Positive
asks for your celphone number?  http://plurk.com/p/yxsu5,Positive
"Ally and Ruth just left.  . AWESOME, awesome vacation you two. Vacation videos on my YouTube account.  ;-)",Negative
ah  Saturdays over spent it doing a whole lot of nothing! so tired gonna go take a break,Negative
@schandler13 Where's the dog show? ,Positive
"@PaulHarriott Awww sounds like a lot of work, I hope you can stay cool with the heat. I'm doing great thanks ",Positive
awesome night ,Positive
Hey tweeters--this will be my last update for awhile  going to the airport soon to fly to London and then South Africa!! Dream come true!,Negative
@RachelEloise I always wanted to be a journalist. ,Positive
@TeeDoll dhen how yu kno he funny.?  l0l,Positive
@gcrecords thanks ,Positive
@italylogue Yes. No idea how many photos I took. Walked a lot of the course - Pincio to Collosseo. Back to Milan domani AM ,Negative
@lindajean5 can't wait for wisconsin!!! ,Positive
on the way to Carcar to attend my Uncles's wake... ,Negative
"@pharsicle the 404 page is not bad, not bad at all ",Positive
"@capedshitheader Doubtful, it contained a few big words and no you betcha's- but a close friend none the less! ",Positive
I wanna go to the museum. Who wants to go with?  I might just go ALONE... Lol. Ppl only hold me up.,Positive
@TheMissus Damn straight!  I can't wait to hear about the shops in Toronto ,Positive
"ruh roh, guano in the studio! At least this problem could take care of the fly problem ",Positive
eating a chicken torta in science class. ,Positive
@106andpark TREY SONGZ! TREY SONGZ! TREY SONGZ!   ,Positive
"@Hooked4Life I have some but that doesn't help you, huh?  And hey, you have a pic up finally!",Positive
woke up. Need to do some homework before school ,Negative
It's storming and I hate storms! ,Negative
"@AnnHawkins Ann, my darling, formatting your article for publication. Any preferred time? ",Positive
"@Squirrel_Monkey we still have 8 mos on our contract for the current iphones, can't upgrade yet.  ",Negative
@schoollocker  unless of course it's an emergency...ugh   Hope the day gets better!,Negative
"going to bed, so tired i cant think strait ",Negative
@tobinharris Does yUML support Interface + Class description at the same time? Can't get it working so far  --&gt; [&lt;&lt;T&gt;&gt;;TImpl|pi|getPi()],Negative
@boobonic Dope shirt! I need one ASAP! XS please ,Positive
My friend got her dual citizenship passport - the same week I was denied due to a small technicality - still pursuing on a new front   ,Negative
is going to miss Chrissy. ,Negative
Stuffed...now helping get some air conditioners in. Ugh on a full tummy ,Negative
Getting ready for work  I would say I'm happy it's Friday but I also have work tomorrow... #SaveEarl!,Negative
@dNeero I'm not sure.  It was a show. ,Positive
AUS survived a recession - does this mean more money hand outs from Mr Rudd ,Negative
"Had a great day so far buried a bone in someones tomatoes, spooked a duck and now tea time : Raw Meaty Bones please human !! ",Positive
@MissyKesson June 4th. New York. I doesn't look like I'm going to be able to go because of work.  You going to Glastonbury Festival?,Negative
Romulan boots. Cool except for the slit. http://tinyurl.com/qls9z6 They look like Ninja boots.  #SArmy,Positive
@gollyjess I'm at work.  We'll bike ride soon.,Negative
"BACKK formt he gym + shopping, the shopping part was boring sorry ",Negative
@zetinkerwiner they do when the period comes ,Negative
i don't know how to use twitter and reply to Erika Foy. ,Positive
@nikkylee I've never made it to 40 weeks so I can't even imagine  GL to her!,Negative
@NajiahYahya YEAY!. haha. thank you so much jiah ,Positive
@ddlovato She lost.  tears,Negative
Watching more desperate housewives and eating special k ,Positive
"i swear, the taxi person said as they picked up the fone, '..yeah stabbed him in the face HELLO TAXI!' i crapped myself ",Positive
And I definitely did NOT just do that thing where you go to put a CD in an iMac but miss and have it fall behind your desk    ,Negative
@MrAllen_aka_Neo Petition @BETAwardsInside &amp; @BET to DAY26 At The BET Awards http://twitition.com/m3v2n idk if u signed but plz do if not ,Positive
Trying to find some new Mauy Thai Shorts on the net... no luck ,Negative
"Provided I get the tool to fix my car, and the new ignition coil and MAF sensor is all it needs, no idea which hospital I need. ",Negative
@okmeyer1 yep i am alive and in tulsa! finally took a shower but still without a phone  hopefully that will be fixed soon! yay bonnaroo!,Negative
What a night! Just getting home &amp; I'm gonna knock the f*ck out! Lol good night....or should I say good morning! ,Positive
@diigo fail again   New comment on &quot;Selecting any tags shows error: 'no bookmarks tagged (tag name)'&quot; : http://bit.ly/OEphu,Negative
In Ohio. Ate too much again.  ,Negative
@Spitphyre hehe .. some marketing genius shud get a sponsorship for #yayman and #yobabe to go out for Coffee date ,Positive
It's a beautiful day ,Positive
"@kassorocks Don't feel to bad.  I got one but it's not like I'm gonna be able to use it, let alone see them this year.  ",Negative
is new to twitter...don't know who I'm gonna follow...or who's gonna follow me... but let's give it a try ,Positive
"just watched katie and peter stateside, it is my guilty pleasure. i love them  ",Positive
Good Morning ,Positive
"Just dislocated my shoulder. But i'm dropped off medical insurance, so i gotta suffer ",Negative
@papa_face Link worked fine  Ty :p,Positive
@TomBeasley  just got home from the garden centre (?!) and a pub lunch. You had a food day what you've been awake to see so far? #examless,Positive
"@cosleia Thank you, Sweet Pea!   I'm resizing &quot;rooster&quot; and wardrobe pics for J.A. at the moment. ;)",Positive
i can't see most blog updates that I follow on my dashboard.  why is that? i'm missing their post.,Negative
@techsupportrich wanted to make it too ,Negative
Grrr @skabbster woke me up at 3:45 when he got up for work &amp; I haven't been able to fall asleep again. He needs to come back to bed! ,Negative
Man would i love to golf today. Another beautiful sunny day in SD and i'm stuck in a golf store also to rub it in a bit more. ,Positive
Watching Storm of the Century ,Positive
I'm so glad I get to sleep in late tomorrow   ,Positive
"Oh my god BNP, suck my dick, seriously. ",Negative
"@saabmagalona I can't make it, doll, I have a family thing, we're gonna bring our dog na to be put to sleep ",Negative
Im so tired. I didnt get back in till after midnight  i need sleep,Negative
"So I did 9 job apps 2day, I better get some calls by friday or im blowin the place up! Cleaning up &amp; then getting reday for skool ",Negative
oh no! I missed the first #chukmemondays  no fair! Next week I'll have to put a reminder in my phone.,Negative
@saramills because the wall is interesting &amp; it's your friend ,Positive
@tallblackguy Even my swag battery needs to recharge from time to time. ,Positive
"sun sun suuuuuuunn  today at the beach was awesome  eilish, hannah, grieg and jordan... lavv yuu guys  xxx",Positive
@MoneyMakinMatt shut up fool ....where you been at??? i dontlike the fact that you keep abandoning me ,Negative
@sunriseon7 Kelly told Rove she isn't on twitter. This person is a fake. But happy to see Kelly on the show ,Positive
"juliana, vai se fuder com esse layout ",Negative
@nordstromphoto you ROCK! do you ever get a break? ,Positive
"Paraguay, the leader of the exhausting 10-nation qualifying league, slipped to a  2-0 home defeat against Chile yesterday ",Negative
"Sorry, @anambanana I slept early last night. Wasn't able to join the party. ",Negative
@shaundiviney There is going to be a million people on your myspace page now and my computer will slow down HEAPS ,Negative
"@R1CC1 awww, well sleep is always good!  but seriously, awesome knockout... all my friends were going nuts! o.0 LOL",Positive
where did the day go... i gotta go to bed soon ,Negative
all the puppies are sleeping  mmm quiet for once,Positive
Enjoying my god son ,Positive
giants game  6th row !! Supporting Z ,Positive
Its a damn shame I don't like chocolate ,Negative
"my daughter has &quot;character&quot;as they say... good, maybe she wont settle for less ",Positive
"If you want a copy of my poetry collection, let me know ASAP! ",Positive
Just got back from the shops. Got 2 CD's and a DVD! ,Positive
Cuz im smexii and stole your fone ,Positive
Wow I haven't had motion sickness in since I was little...argh don't feel good ,Negative
@twibble fresh install on the phone memory does the same ,Negative
